Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Spread High-Low,Spread Close-Open
6-July-2011,456.75,462.45,455.20,460.35,459.569665533893757825,22364,645,10277816.00,7.25,3.60
7-July-2011,461.00,476.60,457.10,470.75,469.186608079876810812,101957,1834,47836859.00,19.50,9.75
8-July-2011,473.00,473.00,458.00,460.45,465.806745703976499959,322042,770,150009336.00,15.00,-12.55
11-July-2011,459.70,459.70,451.00,454.65,454.459720121028744326,10576,457,4806366.00,8.70,-5.05
12-July-2011,450.70,454.40,444.40,448.80,449.058076575995874693,15514,618,6966687.00,10.00,-1.90
13-July-2011,450.30,456.85,447.25,454.95,454.203197405004633920,30212,623,13722387.00,9.60,4.65
14-July-2011,454.90,461.40,450.05,454.65,454.966079941327466079,38178,1756,17369695.00,11.35,-0.25
15-July-2011,454.20,463.00,452.10,456.60,457.930182648401826484,21900,948,10028671.00,10.90,2.40
18-July-2011,456.50,461.90,454.40,460.85,460.271564138542205154,54164,2090,24930149.00,7.50,4.35
19-July-2011,463.00,464.70,458.00,460.50,461.405419766206163655,11292,535,5210190.00,6.70,-2.50
20-July-2011,464.80,465.50,457.00,458.80,462.659111589047894780,24178,896,11186172.00,8.50,-6.00
21-July-2011,443.25,460.20,443.25,457.45,458.105196629213483146,14240,357,6523418.00,16.95,14.20
22-July-2011,458.20,461.65,456.05,457.55,458.563778454521435623,71913,475,32976697.00,5.60,-0.65
25-July-2011,458.05,462.30,456.00,457.70,458.290255831452219714,10632,471,4872542.00,6.30,-0.35
26-July-2011,458.30,459.00,445.00,448.75,448.589407781255989267,15653,782,7021770.00,14.00,-9.55
27-July-2011,449.85,451.90,439.05,440.10,442.202167027837972995,29995,766,13263854.00,12.85,-9.75
28-July-2011,441.00,441.00,431.00,432.50,433.687631942927859066,13737,445,5957567.00,10.00,-8.50
29-July-2011,433.80,434.40,422.50,425.30,430.276076957317374746,20219,770,8699752.00,11.90,-8.50
1-August-2011,428.00,428.00,410.50,420.20,417.161859499617611712,36612,999,15273130.00,17.50,-7.80
2-August-2011,420.40,420.40,404.05,404.75,408.916966847792905549,16379,697,6697651.00,16.35,-15.65
3-August-2011,400.25,408.00,392.10,406.10,400.816498383685197749,25057,890,10043259.00,15.90,5.85
4-August-2011,409.95,413.80,400.00,401.55,406.688305011364866327,36956,744,15029573.00,13.80,-8.40
5-August-2011,384.00,400.00,382.05,389.70,391.352852890411986892,39977,1212,15645113.00,17.95,5.70
8-August-2011,389.00,394.75,372.60,384.90,384.740227787913971360,36174,1516,13917593.00,22.15,-4.10
9-August-2011,376.80,391.05,370.15,383.95,383.198013851525384923,34942,1444,13389705.00,20.90,7.15
10-August-2011,392.00,403.00,386.55,399.80,397.585059617005901481,66424,1609,26409190.00,16.45,7.80
11-August-2011,393.50,404.80,393.00,399.85,399.784313725490196078,10608,472,4240912.00,11.80,6.35
12-August-2011,403.50,405.20,385.20,391.60,388.955216512834642053,87108,1006,33881111.00,20.00,-11.90
16-August-2011,392.00,392.00,378.50,383.50,382.421997090046882578,18557,679,7096605.00,13.50,-8.50
17-August-2011,382.00,382.85,363.50,366.25,371.179442791452529077,18485,792,6861252.00,19.35,-15.75
18-August-2011,367.50,371.95,363.90,367.45,367.949170181300323163,18257,757,6717648.00,8.05,-0.05
19-August-2011,366.55,366.55,350.65,357.25,356.540100026792890952,22394,851,7984359.00,15.90,-9.30
22-August-2011,357.00,360.00,348.95,354.50,353.790877359449659425,29509,793,10440015.00,11.05,-2.50
23-August-2011,354.00,354.00,341.25,346.75,344.478358583324972408,149505,1401,51501237.00,12.75,-7.25
24-August-2011,347.60,358.80,347.00,353.70,354.601174795300818796,28090,920,9960747.00,11.80,6.10
25-August-2011,352.90,356.95,346.00,349.90,352.133630389774057070,22218,840,7823705.00,10.95,-3.00
26-August-2011,352.00,354.00,328.00,333.90,338.712740949694405265,14889,793,5043094.00,26.00,-18.10
29-August-2011,337.90,355.00,336.90,352.40,345.963740151149702524,12438,584,4303097.00,18.10,14.50
30-August-2011,356.00,373.00,356.00,370.45,365.801346955605442800,21827,981,7984346.00,17.00,14.45
2-September-2011,370.65,374.00,362.00,366.40,367.971371229561419042,16941,643,6233803.00,12.00,-4.25
5-September-2011,366.00,387.45,352.50,385.75,378.043269967806224130,26092,1131,9863905.00,34.95,19.75
6-September-2011,380.10,386.15,372.00,374.55,375.601791120080726538,15856,601,5955542.00,14.15,-5.55
7-September-2011,375.00,380.75,374.15,376.35,377.818963258032391634,19079,625,7208408.00,6.60,1.35
8-September-2011,379.00,388.50,373.00,383.05,380.006685604430288944,34851,1024,13243613.00,15.50,4.05
9-September-2011,385.40,399.00,382.20,384.65,391.408126774883427409,57046,1864,22328268.00,16.80,-0.75
12-September-2011,382.90,384.00,364.05,365.85,371.305007363770250368,20370,673,7563483.00,19.95,-17.05
13-September-2011,363.35,376.80,360.60,364.65,370.611963519313304721,18640,845,6908207.00,16.20,1.30
14-September-2011,367.45,371.00,361.30,368.90,365.989371980676328502,10350,556,3787990.00,9.70,1.45
15-September-2011,373.00,378.00,369.05,374.05,372.857455660170790453,13701,539,5108520.00,8.95,1.05
16-September-2011,379.00,379.00,366.50,371.65,373.143942572134433412,21453,806,8005057.00,12.50,-7.35
19-September-2011,369.75,372.00,367.05,369.10,369.107198342827550491,5793,316,2138238.00,4.95,-0.65
20-September-2011,369.45,379.45,368.30,377.10,374.100316396798808859,16119,559,6030123.00,11.15,7.65
21-September-2011,397.70,397.70,373.25,375.90,379.136804555979723386,15979,692,6058227.00,24.45,-21.80
22-September-2011,369.00,370.30,358.05,361.55,361.710078401104927489,24617,814,8904217.00,12.25,-7.45
23-September-2011,359.25,368.75,352.40,360.60,360.873715402559737721,15861,682,5723818.00,16.35,1.35
26-September-2011,359.55,362.95,353.00,357.15,358.167965697569576629,49909,1094,17875805.00,9.95,-2.40
27-September-2011,363.45,377.45,360.60,374.95,371.263753035032951786,28830,1048,10703534.00,16.85,11.50
28-September-2011,371.25,376.00,340.25,369.45,371.431236251649802023,11365,463,4221316.00,35.75,-1.80
29-September-2011,364.85,375.00,361.25,369.20,366.253597122302158273,11120,484,4072740.00,13.75,4.35
30-September-2011,367.90,374.10,362.15,367.05,367.804895104895104895,11440,597,4207688.00,11.95,-0.85
3-October-2011,363.15,363.60,355.75,359.00,359.672787979966611018,9584,419,3447104.00,7.85,-4.15
4-October-2011,361.00,366.95,346.10,349.10,356.251615488654009918,19963,963,7111851.00,20.85,-11.90
5-October-2011,353.40,353.55,340.30,341.80,345.312524693796918214,25310,799,8739860.00,13.25,-11.60
7-October-2011,343.10,359.25,343.10,351.35,354.166653860929696504,13015,609,4609479.00,16.15,8.25
10-October-2011,354.70,365.00,352.00,362.55,359.797055621792545746,19291,833,6940845.00,13.00,7.85
11-October-2011,366.00,370.70,362.60,367.30,367.074587312979627891,18113,572,6648822.00,8.10,1.30
12-October-2011,369.30,384.00,368.00,379.00,373.711704952095117164,17326,660,6474929.00,16.00,9.70
13-October-2011,384.00,387.65,377.90,383.25,381.781185894304972159,20474,661,7816588.00,9.75,-0.75
14-October-2011,378.50,389.75,378.50,387.30,384.649391440910875539,12735,533,4898510.00,11.25,8.80
17-October-2011,391.50,396.90,384.00,386.40,388.827318943245270439,11999,570,4665539.00,12.90,-5.10
18-October-2011,385.00,385.00,375.00,377.10,377.371494893221912720,10770,489,4064291.00,10.00,-7.90
19-October-2011,380.45,391.80,380.45,390.40,387.248410135994521084,10221,622,3958066.00,11.35,9.95
20-October-2011,386.30,398.00,385.00,395.75,390.608865892882114389,14302,667,5586488.00,13.00,9.45
21-October-2011,399.00,400.25,382.00,383.60,393.210892698334815541,32609,1290,12822214.00,18.25,-15.40
24-October-2011,393.00,397.90,382.10,383.95,390.253711375798377351,23172,921,9042959.00,15.80,-9.05
25-October-2011,387.00,394.00,385.05,389.60,390.022141448696932981,42093,2203,16417202.00,8.95,2.60
26-October-2011,399.00,399.00,391.25,393.30,393.928496868475991649,1916,98,754767.00,7.75,-5.70
28-October-2011,399.50,414.00,399.50,411.25,406.830855310722031873,31813,966,12942510.00,14.50,11.75
31-October-2011,410.00,417.00,407.00,414.95,412.426378983479281393,22154,929,9136894.00,10.00,4.95
1-November-2011,414.50,417.45,409.25,415.25,414.819757620271759089,27230,676,11295542.00,8.20,0.75
2-November-2011,410.05,415.90,409.00,411.75,412.646883920076117982,8408,353,3469535.00,6.90,1.70
3-November-2011,418.00,418.00,411.00,414.00,413.035855186818287305,8618,398,3559543.00,7.00,-4.00
4-November-2011,417.55,422.00,416.55,417.90,418.995068285280728376,13180,508,5522355.00,5.45,0.35
8-November-2011,420.15,421.90,411.25,413.65,415.966297544535387578,8308,356,3455848.00,10.65,-6.50
9-November-2011,415.00,415.00,401.25,403.45,406.061971705667764035,22478,668,9127461.00,13.75,-11.55
11-November-2011,400.00,403.90,393.10,400.45,398.152353097580430736,7522,472,2994902.00,10.80,0.45
14-November-2011,402.55,406.00,387.25,390.45,397.349565439672801635,15648,567,6217726.00,18.75,-12.10
15-November-2011,383.90,389.65,373.10,378.45,380.889637570188871873,9795,611,3730814.00,16.55,-5.45
16-November-2011,375.00,391.00,372.05,385.40,387.057879935100054083,277350,1215,107350503.00,18.95,10.40
17-November-2011,385.75,390.00,382.55,384.20,386.142924196198075569,8522,363,3290710.00,7.45,-1.55
18-November-2011,380.00,381.80,373.60,376.95,376.793803961401726764,9845,440,3709535.00,8.20,-3.05
21-November-2011,370.10,376.30,356.00,359.85,365.305987030613783743,26524,984,9689376.00,20.30,-10.25
22-November-2011,361.05,361.05,349.20,350.35,353.653289577732089198,25292,965,8944599.00,11.85,-10.70
23-November-2011,350.35,353.00,338.70,340.15,344.024405377456049638,38680,1393,13306864.00,14.30,-10.20
24-November-2011,340.55,358.85,332.00,353.75,341.596780623940994717,20066,1130,6854481.00,26.85,13.20
25-November-2011,356.00,360.80,347.10,352.15,356.060187390821025885,18891,847,6726333.00,13.70,-3.85
28-November-2011,356.30,363.45,356.30,361.75,360.920776116083838327,17987,598,6491882.00,7.15,5.45
29-November-2011,365.05,365.60,354.15,356.95,360.727799227799227799,12950,558,4671425.00,11.45,-8.10
30-November-2011,353.05,365.00,351.00,356.75,358.975750995294969236,30393,1156,10910350.00,14.00,3.70
1-December-2011,368.45,372.00,360.00,366.70,367.043598919155773022,13693,699,5025928.00,12.00,-1.75
2-December-2011,363.55,401.20,361.80,396.50,390.939319065782303977,106442,2040,41612363.00,39.40,32.95
5-December-2011,396.00,397.55,387.35,395.60,392.068483319559827758,45982,1426,18028093.00,10.20,-0.40
7-December-2011,394.30,405.70,394.00,395.75,399.435376532399299474,19985,922,7982716.00,11.70,1.45
8-December-2011,394.00,397.70,385.60,393.95,392.755108264714852089,22953,790,9014908.00,12.10,-0.05
9-December-2011,391.90,393.00,383.00,388.55,388.007623126338329764,11675,498,4529989.00,10.00,-3.35
12-December-2011,392.00,396.00,380.30,382.05,389.564793276806483079,13327,568,5191730.00,15.70,-9.95
13-December-2011,380.75,381.45,374.00,378.75,379.310108509423186750,15759,494,5977548.00,7.45,-2.00
14-December-2011,375.75,385.20,370.50,372.20,377.717892903787548976,13782,707,5205708.00,14.70,-3.55
15-December-2011,368.00,378.00,366.15,374.00,373.884449429281162135,518907,723,194011258.00,11.85,6.00
16-December-2011,378.00,383.40,372.10,375.25,378.497879881020188595,15801,964,5980645.00,11.30,-2.75
19-December-2011,372.00,373.00,347.05,357.90,354.270076190939850539,82162,2091,29107538.00,25.95,-14.10
20-December-2011,362.00,362.95,350.25,351.10,354.537818998790252894,17359,846,6154422.00,12.70,-10.90
21-December-2011,359.80,362.90,352.75,359.45,357.251736915238536359,8636,535,3085226.00,10.15,-0.35
22-December-2011,356.90,361.05,352.40,359.35,356.991005396761942834,15009,855,5358078.00,8.65,2.45
23-December-2011,380.00,380.00,350.05,352.20,356.550099420765972162,23134,984,8248430.00,29.95,-27.80
26-December-2011,352.00,357.75,346.00,350.95,353.498274183556066908,11299,546,3994177.00,11.75,-1.05
27-December-2011,350.95,351.80,335.00,336.05,343.616507807746907321,49310,952,16943730.00,16.80,-14.90
28-December-2011,336.05,336.05,322.10,327.80,326.375194533120510774,200480,2672,65431699.00,13.95,-8.25
29-December-2011,326.45,333.00,323.00,331.25,328.831979860321585187,12314,900,4049237.00,10.00,4.80
30-December-2011,333.00,340.00,332.00,337.80,337.401170473853124410,180098,1117,60765276.00,8.00,4.80
2-January-2012,338.00,341.00,333.00,336.40,336.361376328589443343,11102,568,3734284.00,8.00,-1.60
3-January-2012,339.55,355.85,339.55,353.40,347.983143667223365829,25747,987,8959522.00,16.30,13.85
4-January-2012,354.70,364.40,354.00,358.45,359.993343195266272189,13520,747,4867110.00,10.40,3.75
5-January-2012,358.70,360.85,355.80,356.95,358.822832189644416718,12824,382,4601544.00,5.05,-1.75
6-January-2012,358.70,361.10,353.00,359.35,356.753189076821317206,10583,495,3775519.00,8.10,0.65
7-January-2012,360.10,364.90,359.00,359.70,359.619867149758454106,3312,82,1191061.00,5.90,-0.40
9-January-2012,360.00,369.40,357.00,365.30,365.486440788190154126,15377,583,5620085.00,12.40,5.30
10-January-2012,369.40,375.00,368.35,370.80,372.297568592460405978,17932,809,6676040.00,6.65,1.40
11-January-2012,371.00,371.90,362.00,363.60,365.479869423286180631,14704,562,5374016.00,9.90,-7.40
12-January-2012,361.00,369.30,359.60,362.95,364.164815978769467141,14319,652,5214476.00,9.70,1.95
13-January-2012,365.45,367.80,361.50,363.60,363.901159076389522679,10957,284,3987265.00,6.30,-1.85
16-January-2012,362.45,363.65,358.10,362.00,361.108832807570977917,8242,346,2976259.00,5.55,-0.45
17-January-2012,363.00,369.95,363.00,367.55,368.034597104012379794,9047,413,3329609.00,6.95,4.55
18-January-2012,369.95,369.95,355.75,360.65,362.616768796809648866,10281,379,3728063.00,14.20,-9.30
19-January-2012,364.70,368.50,362.25,363.50,364.534385839014471953,8361,331,3047872.00,6.25,-1.20
20-January-2012,369.00,384.00,366.00,381.60,377.281178784378609558,32033,1408,12085448.00,18.00,12.60
23-January-2012,383.00,394.90,381.05,383.35,387.335849847960574604,38148,1534,14776088.00,13.85,0.35
24-January-2012,390.05,397.70,382.20,391.60,390.971377112055561314,77176,3071,30173607.00,15.50,1.55
25-January-2012,390.20,416.00,390.20,410.30,406.639238719150618399,212484,2341,86404332.00,25.80,20.10
27-January-2012,411.00,414.90,399.50,403.25,406.912201866574490148,17358,877,7063182.00,15.40,-7.75
30-January-2012,399.50,400.95,388.00,391.45,393.104531997267137326,13173,861,5178366.00,12.95,-8.05
31-January-2012,391.40,400.00,391.00,399.50,398.053164395772316312,15706,625,6251823.00,9.00,8.10
1-February-2012,398.00,409.00,397.25,401.25,402.711777951380910803,21761,763,8763411.00,11.75,3.25
2-February-2012,404.40,407.70,391.10,399.25,400.088827743744159484,19262,829,7706511.00,16.60,-5.15
3-February-2012,397.00,407.00,394.65,402.90,402.076952046196334421,15932,804,6405890.00,12.35,5.90
6-February-2012,407.30,418.00,406.00,412.80,413.522966162706983441,27780,1030,11487668.00,12.00,5.50
7-February-2012,416.00,425.80,403.85,416.10,417.078120944718401245,42383,1514,17677022.00,21.95,0.10
8-February-2012,419.00,419.80,407.00,412.55,412.229625473418431757,21387,965,8816355.00,12.80,-6.45
9-February-2012,411.10,419.40,411.00,417.05,413.899333494910324769,82520,649,34154973.00,8.40,5.95
10-February-2012,417.00,422.90,413.00,416.85,418.759158677505194473,27433,1119,11487820.00,9.90,-0.15
13-February-2012,420.55,420.80,401.25,406.80,408.553728354169022613,274129,1693,111996425.00,19.55,-13.75
14-February-2012,417.00,480.00,407.10,416.10,415.188658846424131034,36998,1242,15361150.00,72.90,-0.90
15-February-2012,420.00,436.00,420.00,433.70,429.454272344919250587,54923,1814,23586917.00,16.00,13.70
16-February-2012,435.00,444.70,433.00,442.35,440.511553134422843053,60027,1820,26442587.00,11.70,7.35
17-February-2012,445.00,451.00,440.00,444.40,447.178279613013183618,39898,1478,17841519.00,11.00,-0.60
21-February-2012,447.00,452.50,435.05,451.25,447.615281757402101241,26175,1113,11716330.00,17.45,4.25
22-February-2012,448.90,450.85,419.05,424.40,436.405093921745549995,24382,1393,10640429.00,31.80,-24.50
23-February-2012,421.00,427.85,410.25,423.30,418.239743334942221969,35221,1264,14730822.00,17.60,2.30
24-February-2012,427.25,428.55,405.30,409.75,412.079787382850748356,35745,978,14729792.00,23.25,-17.50
27-February-2012,414.45,414.45,392.05,399.90,399.817461051574454589,75677,1102,30256986.00,22.40,-14.55
28-February-2012,407.30,413.70,402.00,406.35,407.889553187187707593,34623,1399,14122360.00,11.70,-0.95
29-February-2012,411.40,416.50,400.00,406.25,407.154015472760819603,30893,1183,12578209.00,16.50,-5.15
1-March-2012,400.10,407.25,399.00,400.30,402.677311725452812202,14686,706,5913719.00,8.25,0.20
2-March-2012,405.00,416.90,398.10,414.90,411.805913069059351327,40791,1615,16797975.00,18.80,9.90
3-March-2012,415.50,417.50,412.55,415.85,415.721189591078066914,2421,83,1006461.00,4.95,0.35
5-March-2012,414.35,415.90,403.00,405.60,410.649129593810444874,10340,804,4246112.00,12.90,-8.75
6-March-2012,403.30,420.85,400.50,405.15,408.197994252145443391,149969,1562,61217045.00,20.35,1.85
7-March-2012,404.30,409.55,400.20,403.90,403.911181578401446225,67486,709,27258350.00,9.35,-0.40
9-March-2012,412.00,421.95,411.10,415.10,413.970147165799339712,35742,1603,14796121.00,10.85,3.10
12-March-2012,422.00,425.95,420.00,424.20,423.905020667179920321,133787,1237,56712981.00,5.95,2.20
13-March-2012,427.85,431.75,426.10,429.15,429.543383281564665324,58594,4470,25168665.00,5.65,1.30
14-March-2012,435.00,435.85,428.45,432.60,431.433737772761474793,21264,1254,9174007.00,7.40,-2.40
15-March-2012,434.85,434.85,418.05,428.05,425.128312750965982271,65995,2769,28056343.00,16.80,-6.80
16-March-2012,428.00,434.00,420.25,427.65,428.985230969420949902,15370,696,6593503.00,13.75,-0.35
19-March-2012,428.00,428.80,414.25,416.20,421.656656558740095862,10223,310,4310596.00,14.55,-11.80
20-March-2012,416.00,426.05,414.30,424.35,419.395798700317364364,13234,642,5550284.00,11.75,8.35
21-March-2012,426.00,431.55,421.55,430.50,428.251380980708761791,11767,634,5039234.00,10.00,4.50
22-March-2012,431.40,436.00,417.00,419.35,427.261827608554763447,12344,723,5274120.00,19.00,-12.05
23-March-2012,420.00,430.00,420.00,426.90,425.368306689430389570,6443,435,2740648.00,10.00,6.90
26-March-2012,429.00,430.45,423.55,424.90,426.125438254772107518,12835,555,5469320.00,6.90,-4.10
27-March-2012,430.00,430.00,414.00,424.25,421.221682594391352028,12766,724,5377316.00,16.00,-5.75
28-March-2012,421.00,421.80,416.00,417.95,419.232636170450732580,8941,367,3748359.00,5.80,-3.05
29-March-2012,411.35,425.00,411.35,421.00,419.165574441941429449,9766,489,4093571.00,13.65,9.65
30-March-2012,423.80,430.70,423.25,426.00,426.000503406313380831,480725,347,204789092.00,7.45,2.20
2-April-2012,427.70,434.45,424.05,432.10,432.518389154980720349,57833,332,25013836.00,10.40,4.40
3-April-2012,434.15,448.40,434.00,442.60,443.584944504117436448,33516,1057,14867193.00,14.40,8.45
4-April-2012,439.25,443.85,425.30,440.30,440.350901029748283752,13984,476,6157867.00,18.55,1.05
9-April-2012,436.60,438.00,432.50,435.70,435.411965504850880344,5566,298,2423503.00,5.50,-0.90
10-April-2012,435.10,438.00,428.50,433.70,434.217624093697713329,8965,549,3892761.00,9.50,-1.40
11-April-2012,431.05,435.75,427.20,430.55,432.587275242047026279,7230,336,3127606.00,8.55,-0.50
12-April-2012,435.00,439.90,431.80,433.20,434.519146843690454238,16269,618,7069192.00,8.10,-1.80
13-April-2012,432.00,437.00,423.05,428.15,431.270389419544452608,10888,637,4695672.00,13.95,-3.85
16-April-2012,430.00,435.35,426.05,431.60,431.482219209510897903,9589,382,4137483.00,9.30,1.60
17-April-2012,435.75,438.00,428.50,432.10,432.762438260450548126,8301,502,3592361.00,9.50,-3.65
18-April-2012,436.00,437.80,425.00,427.75,431.808549016317798565,23839,759,10293884.00,12.80,-8.25
19-April-2012,427.75,433.30,423.35,430.75,428.342330631595045113,13078,667,5601861.00,9.95,3.00
20-April-2012,430.50,436.00,425.00,429.90,427.297225810420126714,16257,451,6946571.00,11.00,-0.60
23-April-2012,430.00,431.00,415.00,416.85,422.865601569616705206,14271,646,6034715.00,16.00,-13.15
24-April-2012,419.00,419.40,412.00,414.50,415.395534489210427840,8017,401,3330226.00,7.40,-4.50
25-April-2012,407.60,417.00,335.00,410.75,410.877618855761482675,9928,525,4079193.00,82.00,3.15
26-April-2012,411.00,413.60,405.05,407.65,408.297364969595803028,8387,490,3424390.00,8.55,-3.35
27-April-2012,412.00,418.00,410.90,415.65,414.275799516259070142,14884,881,6166081.00,7.10,3.65
28-April-2012,414.35,418.40,414.05,416.75,416.598440545808966861,1026,43,427430.00,4.35,2.40
30-April-2012,418.00,421.00,412.05,419.80,417.525229357798165137,9156,499,3822861.00,8.95,1.80
2-May-2012,421.00,425.00,418.00,419.25,420.224139271003341882,25734,795,10814048.00,7.00,-1.75
3-May-2012,419.75,419.75,413.60,414.50,416.358204473802732322,6661,302,2773362.00,6.15,-5.25
4-May-2012,411.35,416.00,408.05,413.05,410.352476365175673768,7087,430,2908168.00,7.95,1.70
7-May-2012,408.00,411.00,398.75,409.30,406.457838017998000222,9001,470,3658527.00,12.25,1.30
8-May-2012,409.00,414.95,405.90,407.10,409.669073027830089976,9558,471,3915617.00,9.05,-1.90
9-May-2012,412.40,413.00,405.00,406.35,409.050116407303026589,8161,655,3338258.00,8.00,-6.05
10-May-2012,404.00,415.00,404.00,408.30,414.901626683045056509,815709,532,338438991.00,11.00,4.30
11-May-2012,406.50,417.85,405.45,415.30,414.204292537385257636,83121,3178,34429075.00,12.40,8.80
14-May-2012,418.00,418.90,407.50,413.10,413.244426244426244426,10989,654,4541143.00,11.40,-4.90
15-May-2012,413.10,418.50,412.60,416.85,415.642003271674845853,7947,376,3303107.00,5.90,3.75
16-May-2012,414.00,418.35,406.00,408.75,410.519161344071091363,7202,450,2956559.00,12.35,-5.25
17-May-2012,409.00,411.10,397.70,399.05,404.359616858237547892,13050,600,5276893.00,13.40,-9.95
18-May-2012,397.00,406.00,390.60,403.75,397.099126704458403554,13054,573,5183732.00,15.40,6.75
21-May-2012,403.70,412.75,403.70,411.05,410.698836368417592531,15211,349,6247140.00,9.05,7.35
22-May-2012,413.00,413.20,403.50,405.05,410.394787838289341797,14965,325,6141558.00,9.70,-7.95
23-May-2012,402.95,406.50,397.50,400.80,403.301678079614718940,13289,264,5359476.00,9.00,-2.15
24-May-2012,396.00,409.00,396.00,407.05,404.549387384661927091,13222,312,5348952.00,13.00,11.05
25-May-2012,408.00,414.80,407.70,412.80,411.717072297780959198,5588,297,2300675.00,7.10,4.80
28-May-2012,411.80,419.95,411.80,415.85,417.326262908177504884,3583,248,1495280.00,8.15,4.05
29-May-2012,417.10,424.50,416.00,420.85,420.976906656316708713,15459,747,6507882.00,8.50,3.75
30-May-2012,416.90,419.05,414.40,415.50,417.024211298606016140,4089,258,1705212.00,4.65,-1.40
31-May-2012,415.20,422.00,412.10,418.70,417.436380200425144245,3293,256,1374618.00,9.90,3.50
1-June-2012,420.50,423.20,410.00,411.70,416.987528344671201814,7056,541,2942264.00,13.20,-8.80
